Volledige opname,business,10,702,1289.2,1876.4,2532.4,3142.6,3729.7,4293.9,4835.1,5353.3,5848.6,1886.1,3481.9,5077.6,6847.6,8501.5,10097.2,11634.9,13114.5,14536,15899.4,2656.6,4884.8,7113,9572.1,11877.3,14105.5,16256.7,18331,20328.4,22248.8,5540.8,10326.6,15112.4,20312,25235.8,30021.6,34669.4,39179.3,43551.3,47785.3,1
Volledige opname,business,11,735.6,1356.3,1977,2666.6,3310.2,3930.9,4528.6,5103.4,5655.1,6183.9,1993.6,3696.8,5400,7277.4,9038.7,10741.9,12387,13974,15503,16973.9,2792.6,5156.8,7521,10116.1,12557.3,14921.5,17208.7,19419,21552.4,23608.8,5829.1,10903.1,15977.1,21464.9,26676.9,31750.9,36687,41485.1,46145.3,50667.5,1
Volledige opname,business,12,769.1,1423.3,2077.6,2800.7,3477.9,4132.1,4763.4,5371.7,5956.9,6519.3,2101,3911.7,5722.3,7707.2,9575.9,11386.6,13139.1,14833.6,16470,18048.4,2928.6,5428.8,7929,10660.1,13237.2,15737.5,18160.7,20507,22776.4,24968.8,6117.3,11479.5,16841.7,22617.8,28118,33480.2,38704.5,43790.9,48739.3,53549.8,1
Volledige opname,business,13,802.6,1490.4,2178.2,2934.8,3645.6,4333.3,4998.1,5639.9,6258.7,6854.6,2208.5,4126.6,6044.7,8137,10113.2,12031.3,13891.3,15693.2,17437.1,19122.8,3064.6,5700.8,8337,11204.1,13917.2,16553.5,19112.7,21595,24000.4,26328.8,6405.5,12056,17706.4,23770.7,29559.1,35209.5,40722.1,46096.6,51333.3,56432,1
Volledige opname,business,14,836.2,1557.5,2278.8,3069,3813.3,4534.5,5232.9,5908.2,6560.6,7189.9,2315.9,4341.5,6367,8566.8,10650.4,12676,14643.4,16552.8,18404.1,20197.3,3200.6,5972.8,8745,11748.1,14597.2,17369.5,20064.7,22683,25224.4,27688.7,6693.7,12632.4,18571.1,24923.6,31000.2,36938.9,42739.6,48402.4,53927.3,59314.2,1
Volledige opname,business,15,869.7,1624.5,2379.4,3203.1,3980.9,4735.7,5467.6,6176.5,6862.4,7525.3,2423.4,4556.4,6689.4,8996.6,11187.7,13320.6,15395.6,17412.4,19371.1,21271.8,3336.6,6244.8,9153,12292.1,15277.2,18185.4,21016.7,23771,26448.3,29048.7,6981.9,13208.8,19435.7,26076.5,32441.3,38668.2,44757.2,50708.2,56521.3,62196.4,1
Volledige opname,business,16,903.2,1691.6,2480,3337.3,4148.6,4937,5702.3,6444.7,7164.2,7860.6,2530.8,4771.3,7011.7,9426.4,11724.9,13965.3,16147.7,18272,20338.2,22346.3,3472.6,6516.8,9561,12836.1,15957.2,19001.4,21968.7,24859,27672.3,30408.7,7270.2,13785.3,20300.4,27229.4,33882.4,40397.5,46774.7,53014,59115.3,65078.6,1
Volledige opname,business,17,936.8,1758.7,2580.6,3471.4,4316.3,5138.2,5937.1,6713,7466,8196,2638.3,4986.2,7334.1,9856.2,12262.1,14610,16899.8,19131.6,21305.2,23420.8,3608.6,6788.8,9969,13380.1,16637.2,19817.4,22920.7,25947,28896.3,31768.7,7558.4,14361.7,21165.1,28382.2,35323.5,42126.9,48792.3,55319.7,61709.3,67960.9,1
Volledige opname,business,18,970.3,1825.7,2681.2,3605.5,4483.9,5339.4,6171.8,6981.3,7767.8,8531.3,2745.7,5201.1,7656.4,10286,12799.4,15254.7,17652,19991.1,22272.2,24495.2,3744.6,7060.8,10377,13924.1,17317.2,20633.4,23872.7,27035,30120.3,33128.7,7846.6,14938.2,22029.7,29535.1,36764.6,43856.2,50809.8,57625.5,64303.3,70843.1,1
Volledige opname,business,19,1021.5,1928.2,2834.9,3810.5,4740.1,5646.8,6530.4,7391.1,8228.9,9043.6,2851.7,5413.1,7974.4,10710,13329.4,15890.7,18393.9,20839.1,23226.2,25555.2,3752.9,7077.5,10402.1,13957.6,17359.1,20683.7,23931.4,27102,30195.8,33212.5,7667.3,14579.5,21491.8,28817.8,35868,42780.3,49554.6,56190.9,62689.4,69049.9,1
